cur	ec	mod-ps	rg-ps	di-ps	fw1-ps	fw2-ps	pf-ps	vlv-di-fill	vlv-di-in	vlv-di-out	vlv-rg-fill	vlv-rg-drain	vlv-rg-in	vlv-rg-out	vlv-fw1-in	vlv-fw1-out	vlv-fw2-in	vlv-po	vlv-mod-drain	pmp-sys	pmp-di	pmp-fw1	pmp-fw2	uv	en-anode1	en-cath1	pl-anode1	pl-cath1	en-anode2	en-cath2	pl-anode2	pl-cath2	pw	rg-he	di-he	fw1-he	fw2-he	rg-lev	di-lev	fw1-lev	fw2-lev	rg-vol	di-vol	fw1-vol	fw2-vol	pr-ec	ver	sn	mod-en	mod-pl	proc	proc-time	ph	ph-time	count	cyc	rnd	pr-last	rc-last	fr-last	halt-re	time	exec
0.3	0.043725	-6000.0	2268.75	46.875	NaN	NaN	NaN	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	4.0	0.042	0.053	NaN	NaN	0.1	0.118	NaN	NaN	3.0	4.13	NaN	NaN	0.0	"2.5"	"F0034"	0	0	"PR"	8.037	"fill-di-lb"	7.422	0	0	0	0.0	0.0	0.0	null	9.891	0.083
-0.6	0.043725	-5812.5	2221.875	28.125	NaN	NaN	NaN	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	-7.0	0.037	0.051	NaN	NaN	0.088	0.113	NaN	NaN	2.64	3.955	NaN	NaN	0.0	"2.5"	"F0034"	0	0	"PR"	8.238	"fill-di-lb"	7.623	0	0	0	0.0	0.0	0.0	null	10.092	0.091
0.5	0.043725	-6187.5	2240.625	337.5	NaN	NaN	NaN	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	6.0	0.039	0.082	NaN	NaN	0.093	0.182	NaN	NaN	2.79	6.37	NaN	NaN	0.0	"2.5"	"F0034"	0	0	"PR"	18.073	"fill-di-lb"	17.458	0	0	0	0.0	0.0	0.0	null	19.927	0.087
0.3	0.044	-5812.5	2240.625	684.375	NaN	NaN	NaN	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	4.0	0.039	0.116	NaN	NaN	0.093	0.258	NaN	NaN	2.79	9.03	NaN	NaN	0.0	"2.5"	"F0034"	0	0	"PR"	28.108	"fill-di-lb"	27.493	0	0	0	0.0	0.0	0.0	null	29.962	0.089
0.3	0.043725	-5812.5	2278.125	1021.875	NaN	NaN	NaN	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	4.0	0.043	0.15	NaN	NaN	0.102	0.333	NaN	NaN	3.06	11.655	NaN	NaN	0.0	"2.5"	"F0034"	0	0	"PR"	38.145	"fill-di-lb"	37.53	0	0	0	0.0	0.0	0.0	null	39.999	0.087
0.0	0.043725	-5812.5	2240.625	1368.75	NaN	NaN	NaN	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0.0	0.039	0.185	NaN	NaN	0.093	0.411	NaN	NaN	2.79	14.385	NaN	NaN	0.0	"2.5"	"F0034"	0	0	"PR"	48.176	"fill-di-lb"	47.561	0	0	0	0.0	0.0	0.0	null	50.03	0.087
-0.1	0.043725	-6187.5	2240.625	1650.0	NaN	NaN	NaN	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	-1.0	0.039	0.213	NaN	NaN	0.093	0.473	NaN	NaN	2.79	16.555	NaN	NaN	0.0	"2.5"	"F0034"	0	0	"PR"	58.212	"fill-di-lb"	57.597	0	0	0	0.0	0.0	0.0	null	60.066	0.09
0.4	0.04345	-5812.5	2278.125	1968.75	NaN	NaN	NaN	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	5.0	0.043	0.245	NaN	NaN	0.102	0.544	NaN	NaN	3.06	19.04	NaN	NaN	0.0	"2.5"	"F0034"	0	0	"PR"	68.248	"fill-di-lb"	67.633	0	0	0	0.0	0.0	0.0	null	70.102	0.084
0.2	0.04345	-6000.0	1696.875	2278.125	NaN	NaN	NaN	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	2.0	-0.015	0.276	NaN	NaN	-0.036	0.613	NaN	NaN	-1.08	21.455	NaN	NaN	0.0	"2.5"	"F0034"	0	0	"PR"	78.274	"fill-di-lb"	77.659	0	0	0	0.0	0.0	0.0	null	80.128	0.092
-0.1	0.044825	-375.0	18.75	2325.0	NaN	NaN	NaN	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	-1.0	-0.183	0.281	NaN	NaN	-0.436	0.624	NaN	NaN	-13.08	21.84	NaN	NaN	0.0	"2.5"	"F0034"	0	0	"ID"	6.625	"ready"	6.625	0	0	0	0.0	0.0	0.0	null	90.165	0.088
