cur	ec	mod-ps	rg-ps	di-ps	fw1-ps	fw2-ps	pf-ps	vlv-di-fill	vlv-di-in	vlv-di-out	vlv-rg-fill	vlv-rg-drain	vlv-rg-in	vlv-rg-out	vlv-fw1-in	vlv-fw1-out	vlv-fw2-in	vlv-po	vlv-mod-drain	pmp-sys	pmp-di	pmp-fw1	pmp-fw2	uv	en-anode1	en-cath1	pl-anode1	pl-cath1	en-anode2	en-cath2	pl-anode2	pl-cath2	pw	rg-he	di-he	fw1-he	fw2-he	rg-lev	di-lev	fw1-lev	fw2-lev	rg-vol	di-vol	fw1-vol	fw2-vol	pr-ec	ver	sn	mod-en	mod-pl	proc	proc-time	ph	ph-time	count	cyc	rnd	pr-last	rc-last	fr-last	halt-re	time	exec
-0.8	0.04895	1125.0	-18.75	37.5	NaN	NaN	NaN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	-10.0	-0.187	0.052	NaN	NaN	-0.445	0.116	NaN	NaN	-13.35	4.06	NaN	NaN	0.0	"2.5"	"F0034"	0	0	"ID"	36.734	"ready"	36.734	0	0	0	0.0	0.0	0.0	null	50.376	0.076
0.2	0.049225	2812.5	-9.375	28.125	NaN	NaN	NaN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2.0	-0.186	0.051	NaN	NaN	-0.443	0.113	NaN	NaN	-13.29	3.955	NaN	NaN	0.0	"2.5"	"F0034"	0	0	"ID"	46.768	"ready"	46.768	0	0	0	0.0	0.0	0.0	null	60.41	0.085
0.3	0.049225	2250.0	-9.375	37.5	NaN	NaN	NaN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	4.0	-0.186	0.052	NaN	NaN	-0.443	0.116	NaN	NaN	-13.29	4.06	NaN	NaN	0.0	"2.5"	"F0034"	0	0	"ID"	56.811	"ready"	56.811	0	0	0	0.0	0.0	0.0	null	70.453	0.08
0.3	0.049775	1875.0	-9.375	28.125	NaN	NaN	NaN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	4.0	-0.186	0.051	NaN	NaN	-0.443	0.113	NaN	NaN	-13.29	3.955	NaN	NaN	0.0	"2.5"	"F0034"	0	0	"ID"	66.635	"ready"	66.635	0	0	0	0.0	0.0	0.0	null	80.277	0.086
-0.1	0.0484	1312.5	0.0	37.5	NaN	NaN	NaN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	-1.0	-0.185	0.052	NaN	NaN	-0.44	0.116	NaN	NaN	-13.2	4.06	NaN	NaN	0.0	"2.5"	"F0034"	0	0	"ID"	76.662	"ready"	76.662	0	0	0	0.0	0.0	0.0	null	90.304	0.086
0.1	0.048675	375.0	-9.375	28.125	NaN	NaN	NaN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1.0	-0.186	0.051	NaN	NaN	-0.443	0.113	NaN	NaN	-13.29	3.955	NaN	NaN	0.0	"2.5"	"F0034"	0	0	"ID"	86.699	"ready"	86.699	0	0	0	0.0	0.0	0.0	null	100.341	0.083
0.1	0.04895	1312.5	0.0	65.625	NaN	NaN	NaN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1.0	-0.185	0.055	NaN	NaN	-0.44	0.122	NaN	NaN	-13.2	4.27	NaN	NaN	0.0	"2.5"	"F0034"	0	0	"ID"	96.737	"ready"	96.737	0	0	0	0.0	0.0	0.0	null	110.379	0.082
0.3	0.049225	2250.0	0.0	37.5	NaN	NaN	NaN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	4.0	-0.185	0.052	NaN	NaN	-0.44	0.116	NaN	NaN	-13.2	4.06	NaN	NaN	0.0	"2.5"	"F0034"	0	0	"ID"	106.771	"ready"	106.771	0	0	0	0.0	0.0	0.0	null	120.413	0.08
-0.8	0.0484	2812.5	-9.375	37.5	NaN	NaN	NaN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	-10.0	-0.186	0.052	NaN	NaN	-0.443	0.116	NaN	NaN	-13.29	4.06	NaN	NaN	0.0	"2.5"	"F0034"	0	0	"ID"	116.811	"ready"	116.811	0	0	0	0.0	0.0	0.0	null	130.453	0.078
-0.7	0.049225	3000.0	0.0	37.5	NaN	NaN	NaN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	-8.0	-0.185	0.052	NaN	NaN	-0.44	0.116	NaN	NaN	-13.2	4.06	NaN	NaN	0.0	"2.5"	"F0034"	0	0	"ID"	126.846	"ready"	126.846	0	0	0	0.0	0.0	0.0	null	140.488	0.075
0.3	0.0484	375.0	-9.375	46.875	NaN	NaN	NaN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	4.0	-0.186	0.053	NaN	NaN	-0.443	0.118	NaN	NaN	-13.29	4.13	NaN	NaN	0.0	"2.5"	"F0034"	0	0	"ID"	136.88	"ready"	136.88	0	0	0	0.0	0.0	0.0	null	150.522	0.087
0.0	0.04895	2625.0	-9.375	18.75	NaN	NaN	NaN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0.0	-0.186	0.05	NaN	NaN	-0.443	0.111	NaN	NaN	-13.29	3.885	NaN	NaN	0.0	"2.5"	"F0034"	0	0	"ID"	146.714	"ready"	146.714	0	0	0	0.0	0.0	0.0	null	160.356	0.084
3.9	0.048675	3562.5	9.375	65.625	NaN	NaN	NaN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	47.0	-0.184	0.055	NaN	NaN	-0.438	0.122	NaN	NaN	-13.14	4.27	NaN	NaN	0.0	"2.5"	"F0034"	0	0	"ID"	156.748	"ready"	156.748	0	0	0	0.0	0.0	0.0	null	170.39	0.075
